brown_lesion_count,lesion_diameter,ring_count,yellow_area_percent,avg_irregularity,hsv_shift,edge_roughness,curl_index,texture_entropy,internode_length,mean_green_intensity,branch_count,speck_count,rust_area_percent,pustule_count,droop_angle,image_id,disease
2,0.24,38,11.99,13.804887077226272,42.16,0.1290283203125,1.0,1151.4784300298809,Manual measurement required,148.6183319091797,Manual or skeleton-based count,9,0.03662109375,0,Requires keypoint estimation or manual measurement,rust_30,rust
1,0.25,2,61.26,5.506583011604513,19.72,0.0297088623046875,1.0,294.94187313247016,Manual measurement required,127.96609497070312,Manual or skeleton-based count,2,0.17852783203125,2,Requires keypoint estimation or manual measurement,rust_31,rust
4,0.2,109,58.13,19.607118623451303,16.72,0.2296905517578125,1.0,1479.637138944223,Manual measurement required,123.10789489746094,Manual or skeleton-based count,13,0.1251220703125,1,Requires keypoint estimation or manual measurement,rust_32,rust
0,0.0,3,6.86,5.188913268125015,36.61,0.2030487060546875,1.0,1349.0804594123506,Manual measurement required,160.18673706054688,Manual or skeleton-based count,4,0.04425048828125,0,Requires keypoint estimation or manual measurement,rust_33,rust
3,0.22,0,48.06,7.370151409277682,39.1,0.1024627685546875,1.0,670.6793606822711,Manual measurement required,173.33154296875,Manual or skeleton-based count,0,0.9796142578125,2,Requires keypoint estimation or manual measurement,rust_34,rust
0,0.0,33,15.3,9.408931395069184,23.27,0.250762939453125,1.0,1677.8514846862552,Manual measurement required,152.85098266601562,Manual or skeleton-based count,4,0.07476806640625,0,Requires keypoint estimation or manual measurement,rust_35,rust
0,0.0,50,0.76,22.263254908652808,47.44,0.1461639404296875,1.0,1076.3552353087653,Manual measurement required,123.0528564453125,Manual or skeleton-based count,17,0.0,0,Requires keypoint estimation or manual measurement,rust_36,rust
0,0.0,0,11.02,0.0,38.6,0.070220947265625,1.0,519.960844123506,Manual measurement required,170.63101196289062,Manual or skeleton-based count,0,0.23956298828125,1,Requires keypoint estimation or manual measurement,rust_37,rust
0,0.0,101,18.08,12.55841341191198,22.6,0.17620849609375,1.0,1448.4473512201198,Manual measurement required,117.97962951660156,Manual or skeleton-based count,24,0.2410888671875,2,Requires keypoint estimation or manual measurement,rust_38,rust
3,0.21,73,55.07,16.204320031378927,18.77,0.177764892578125,1.0,1176.1688402639445,Manual measurement required,124.59159851074219,Manual or skeleton-based count,9,0.05645751953125,0,Requires keypoint estimation or manual measurement,rust_39,rust
2,0.29,32,15.1,14.83597257270818,18.69,0.2689056396484375,1.0,1759.801061379482,Manual measurement required,141.2493438720703,Manual or skeleton-based count,7,0.13427734375,0,Requires keypoint estimation or manual measurement,rust_4,rust
2,0.24,52,39.26,5.850683215059591,34.98,0.0839080810546875,1.0,723.6335750747012,Manual measurement required,131.06031799316406,Manual or skeleton-based count,3,0.0244140625,0,Requires keypoint estimation or manual measurement,rust_40,rust
0,0.0,103,0.59,9.999247592793882,27.91,0.2343292236328125,1.0,1920.3860339890446,Manual measurement required,136.6732177734375,Manual or skeleton-based count,10,0.01220703125,0,Requires keypoint estimation or manual measurement,rust_41,rust
0,0.0,80,0.13,9.583778587168029,69.34,0.1262359619140625,1.0,1083.324483316733,Manual measurement required,137.47164916992188,Manual or skeleton-based count,6,0.0,0,Requires keypoint estimation or manual measurement,rust_42,rust
0,0.0,97,0.09,18.44332437134095,60.53,0.0780029296875,1.0,506.37626058266943,Manual measurement required,103.5272216796875,Manual or skeleton-based count,7,0.0,0,Requires keypoint estimation or manual measurement,rust_43,rust
0,0.0,8,20.77,2.9646854100354365,19.77,0.0239410400390625,1.0,223.34855888944222,Manual measurement required,118.77531433105469,Manual or skeleton-based count,2,0.4638671875,2,Requires keypoint estimation or manual measurement,rust_44,rust
0,0.0,38,2.01,7.737488260855624,62.04,0.2049713134765625,1.0,1328.8018083914342,Manual measurement required,149.69906616210938,Manual or skeleton-based count,11,0.0030517578125,0,Requires keypoint estimation or manual measurement,rust_45,rust
0,0.0,3,3.52,6.228642989362484,37.73,0.2569122314453125,1.0,1844.1777577191237,Manual measurement required,159.78453063964844,Manual or skeleton-based count,6,0.00457763671875,0,Requires keypoint estimation or manual measurement,rust_46,rust
1,0.54,40,12.14,5.96584548923394,38.51,0.0190277099609375,1.0,157.2738265687251,Manual measurement required,111.23789978027344,Manual or skeleton-based count,0,0.3570556640625,2,Requires keypoint estimation or manual measurement,rust_47,rust
0,0.0,55,0.52,19.709298147777655,23.69,0.1475067138671875,1.0,1145.8016838894425,Manual measurement required,124.69354248046875,Manual or skeleton-based count,4,0.0,0,Requires keypoint estimation or manual measurement,rust_48,rust
0,0.0,24,2.96,9.239736538953395,59.87,0.1799468994140625,1.0,1245.7030938745024,Manual measurement required,141.38829040527344,Manual or skeleton-based count,2,0.01678466796875,0,Requires keypoint estimation or manual measurement,rust_49,rust
3,0.46,59,29.81,18.891439664802444,29.27,0.2016143798828125,1.0,1274.4096271165342,Manual measurement required,119.94760131835938,Manual or skeleton-based count,7,0.2349853515625,0,Requires keypoint estimation or manual measurement,rust_5,rust
1,0.18,24,16.35,16.868210409606334,21.27,0.107025146484375,1.0,580.3549863047809,Manual measurement required,115.7027587890625,Manual or skeleton-based count,1,0.1190185546875,1,Requires keypoint estimation or manual measurement,rust_50,rust
4,0.27,56,35.27,10.422464066992545,20.51,0.154541015625,1.0,873.5203716384464,Manual measurement required,133.71905517578125,Manual or skeleton-based count,7,0.14190673828125,0,Requires keypoint estimation or manual measurement,rust_6,rust
3,0.64,39,45.46,8.425302938343954,30.45,0.0548095703125,1.0,295.6024495766933,Manual measurement required,110.00868225097656,Manual or skeleton-based count,0,1.19171142578125,6,Requires keypoint estimation or manual measurement,rust_7,rust
0,0.0,52,11.01,9.453180589016958,26.26,0.1938323974609375,1.0,1037.4939616533864,Manual measurement required,129.20091247558594,Manual or skeleton-based count,11,0.16937255859375,1,Requires keypoint estimation or manual measurement,rust_8,rust
0,0.0,16,9.96,7.028755652269475,49.02,0.085113525390625,1.0,1112.0318258217133,Manual measurement required,129.59951782226562,Manual or skeleton-based count,12,0.02593994140625,0,Requires keypoint estimation or manual measurement,rust_9,rust
0,0.0,5,8.8,5.209724426280558,42.1,0.0222320556640625,1.0,306.1086746762948,Manual measurement required,149.6879425048828,Manual or skeleton-based count,2,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_1,yellow
0,0.0,117,0.66,6.120223754076481,71.23,0.078887939453125,1.0,579.3623630478088,Manual measurement required,114.50140380859375,Manual or skeleton-based count,15,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_10,yellow
0,0.0,17,9.47,5.63297582787347,99.22,0.041473388671875,1.0,302.31463209661365,Manual measurement required,127.56085205078125,Manual or skeleton-based count,5,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_11,yellow
0,0.0,39,5.1,4.9500529864203795,83.16,0.0650177001953125,1.0,504.25918202191247,Manual measurement required,122.70394897460938,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_12,yellow
0,0.0,33,24.2,8.204723213111906,55.34,0.00555419921875,1.0,203.8743619272908,Manual measurement required,133.94981384277344,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_13,yellow
0,0.0,40,20.32,5.430475761243078,42.12,0.0251007080078125,1.0,284.09563309262955,Manual measurement required,122.72390747070312,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_14,yellow
0,0.0,26,2.98,7.333716683317175,96.0,0.0152130126953125,1.0,206.3217131474104,Manual measurement required,137.17083740234375,Manual or skeleton-based count,1,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_15,yellow
0,0.0,3,13.55,10.642293456346565,63.73,0.0052642822265625,0.0,250.56715326195223,Manual measurement required,139.34495544433594,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_16,yellow
0,0.0,3,2.19,5.856588786607878,39.99,0.0169830322265625,1.0,178.26500249003985,Manual measurement required,137.2205352783203,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_17,yellow
0,0.0,89,0.95,9.360468146547829,83.55,0.0279998779296875,1.0,232.57888757470118,Manual measurement required,117.23588562011719,Manual or skeleton-based count,1,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_18,yellow
0,0.0,0,30.67,0.0,83.01,0.03729248046875,0.0,313.77317293326695,Manual measurement required,161.31591796875,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_19,yellow
4,0.88,56,10.07,18.96355916015105,72.68,0.0966949462890625,1.0,542.9039155876495,Manual measurement required,103.76849365234375,Manual or skeleton-based count,15,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_2,yellow
0,0.0,90,7.1,15.225784997734133,23.7,0.101715087890625,1.0,470.4405036105578,Manual measurement required,110.21183776855469,Manual or skeleton-based count,14,0.00152587890625,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_20,yellow
2,0.22,108,5.26,10.825188373880549,48.42,0.17010498046875,1.0,1066.1503828436257,Manual measurement required,117.94383239746094,Manual or skeleton-based count,22,0.05950927734375,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_21,yellow
6,0.64,78,2.95,17.852550640646285,72.61,0.1589813232421875,1.0,555.2564429780876,Manual measurement required,105.37739562988281,Manual or skeleton-based count,25,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_22,yellow
1,0.2,101,1.01,18.544847844411613,59.08,0.0873260498046875,1.0,308.61874377490045,Manual measurement required,100.95326232910156,Manual or skeleton-based count,20,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_23,yellow
0,0.0,88,2.38,10.218329096653841,40.25,0.07220458984375,1.0,343.6670972360559,Manual measurement required,108.40036010742188,Manual or skeleton-based count,26,0.00457763671875,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_24,yellow
3,0.3,89,18.65,9.490225911982625,48.69,0.2823486328125,1.0,1293.9584163346615,Manual measurement required,129.1595458984375,Manual or skeleton-based count,9,0.01373291015625,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_25,yellow
2,0.5,93,7.89,15.142317319725977,26.24,0.1438751220703125,1.0,623.0249782121515,Manual measurement required,104.20594787597656,Manual or skeleton-based count,26,0.0030517578125,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_26,yellow
0,0.0,33,4.07,4.332810051505718,56.47,0.026458740234375,1.0,303.6757812500001,Manual measurement required,123.68496704101562,Manual or skeleton-based count,2,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_27,yellow
0,0.0,107,0.06,20.04380319269523,114.57,0.0995941162109375,1.0,492.58027265936266,Manual measurement required,112.05815124511719,Manual or skeleton-based count,12,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_28,yellow
2,0.18,8,6.11,4.804076962801791,54.72,0.0062408447265625,0.0,184.5963489790837,Manual measurement required,123.74220275878906,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_29,yellow
2,0.3,120,4.27,20.111084840742123,44.79,0.1588134765625,1.0,737.5720244023905,Manual measurement required,102.57823181152344,Manual or skeleton-based count,42,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_3,yellow
0,0.0,3,17.57,5.253246269773224,67.7,0.0273895263671875,1.0,390.41462275896424,Manual measurement required,137.11692810058594,Manual or skeleton-based count,6,0.01068115234375,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_30,yellow
4,0.58,77,5.95,17.813277324936465,56.85,0.220184326171875,1.0,1210.2788377739046,Manual measurement required,123.72547912597656,Manual or skeleton-based count,41,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_31,yellow
0,0.0,37,15.51,8.493504776688916,38.64,0.0255584716796875,1.0,254.77697024402394,Manual measurement required,132.6906280517578,Manual or skeleton-based count,2,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_32,yellow
1,0.2,89,4.17,14.95066622128344,33.01,0.13934326171875,1.0,916.4702751494025,Manual measurement required,125.73922729492188,Manual or skeleton-based count,8,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_33,yellow
0,0.0,3,12.54,4.775429315067308,99.63,0.049285888671875,1.0,408.34804531872527,Manual measurement required,138.0988006591797,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_34,yellow
2,0.38,47,0.02,52.06076154282027,62.34,0.0497589111328125,1.0,292.9065923804781,Manual measurement required,105.45770263671875,Manual or skeleton-based count,17,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_35,yellow
0,0.0,20,3.94,5.366120282763012,44.59,0.048919677734375,1.0,329.07603959163345,Manual measurement required,122.86422729492188,Manual or skeleton-based count,2,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_36,yellow
0,0.0,92,2.04,16.522759761724554,48.42,0.26165771484375,1.0,1311.1200666085658,Manual measurement required,123.22811889648438,Manual or skeleton-based count,16,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_37,yellow
2,0.15,102,9.65,16.2579033224769,40.71,0.1381072998046875,1.0,515.3009057519921,Manual measurement required,105.51374816894531,Manual or skeleton-based count,14,0.030517578125,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_38,yellow
1,0.58,77,1.54,13.335019568366185,59.66,0.07208251953125,1.0,372.76514255478094,Manual measurement required,102.25439453125,Manual or skeleton-based count,15,0.0152587890625,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_39,yellow
3,0.27,49,0.34,10.964727935196729,65.76,0.0294189453125,1.0,212.50745455677293,Manual measurement required,95.20516967773438,Manual or skeleton-based count,21,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_4,yellow
8,0.37,82,5.94,18.384975198321275,47.22,0.1602020263671875,1.0,690.738016683267,Manual measurement required,102.91777038574219,Manual or skeleton-based count,25,0.01678466796875,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_40,yellow
0,0.0,41,12.12,5.815125506076822,83.46,0.04583740234375,2.0,397.28594995019927,Manual measurement required,125.60826110839844,Manual or skeleton-based count,2,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_41,yellow
0,0.0,4,19.38,7.990652953560336,35.61,0.03936767578125,1.0,275.8539124750996,Manual measurement required,129.63323974609375,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_42,yellow
0,0.0,4,16.01,11.0188057794736,50.05,0.035736083984375,1.0,300.04933391434264,Manual measurement required,135.9391326904297,Manual or skeleton-based count,3,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_43,yellow
2,0.72,54,12.1,22.45938837320705,46.43,0.231689453125,1.0,1036.2910078436253,Manual measurement required,133.78236389160156,Manual or skeleton-based count,21,0.01373291015625,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_44,yellow
0,0.0,120,1.57,14.045958831520228,47.49,0.146270751953125,1.0,563.0708883217134,Manual measurement required,96.81625366210938,Manual or skeleton-based count,33,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_45,yellow
0,0.0,6,5.12,13.157838729791267,70.4,0.0093231201171875,1.0,189.3757625747012,Manual measurement required,129.83702087402344,Manual or skeleton-based count,1,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_46,yellow
0,0.0,28,44.75,24.447922066468262,12.85,0.0140838623046875,1.0,161.4082731573706,Manual measurement required,137.124267578125,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_47,yellow
0,0.0,2,17.64,4.479719369249556,42.27,0.0299072265625,1.0,266.5280285109562,Manual measurement required,137.76336669921875,Manual or skeleton-based count,1,0.0762939453125,1,Requires keypoint estimation or manual measurement,yellow_leaf_curl_48,yellow
2,0.58,51,15.33,8.525045112249755,70.29,0.1756744384765625,1.0,850.7859032619524,Manual measurement required,106.86671447753906,Manual or skeleton-based count,9,0.030517578125,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_49,yellow
0,0.0,128,2.32,5.380042650369498,46.19,0.052276611328125,1.0,466.12023779880485,Manual measurement required,97.82698059082031,Manual or skeleton-based count,12,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_5,yellow
0,0.0,89,0.08,8.100972248629937,64.69,0.027252197265625,1.0,231.15844434760962,Manual measurement required,110.7705078125,Manual or skeleton-based count,6,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_50,yellow
0,0.0,81,22.25,18.054139799232466,27.97,0.1753387451171875,1.0,751.2391838894423,Manual measurement required,110.063232421875,Manual or skeleton-based count,9,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_6,yellow
0,0.0,0,25.41,0.0,67.8,0.00341796875,0.0,140.43963209661356,Manual measurement required,147.13197326660156,Manual or skeleton-based count,0,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_7,yellow
1,0.21,112,0.78,15.020833384415603,51.54,0.149688720703125,1.0,957.1835937499999,Manual measurement required,120.93513488769531,Manual or skeleton-based count,22,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_8,yellow
0,0.0,64,4.79,5.378604223461003,44.12,0.029876708984375,1.0,297.9844061254981,Manual measurement required,124.30686950683594,Manual or skeleton-based count,3,0.0,0,Requires keypoint estimation or manual measurement,yellow_leaf_curl_9,yellow
